Timestamp,Player ID,Tag,Time
10/15/2022 21:00:45,638009521531898,lv0-start,638014644449596
10/15/2022 21:01:26,638009521531898,lv0-start,638014644861436
10/15/2022 21:01:28,638009521531898,lv0-logo,638014644881033
10/15/2022 21:01:29,638009521531898,lv0-item-redcube,638014644887376
10/15/2022 21:01:32,638009521531898,lv0-item-redcube,638014644914952
10/15/2022 21:01:35,638009521531898,lv0-item-bluecube,638014644948368
10/15/2022 21:01:35,638009521531898,lv0-item-bluecube,638014644952781
10/15/2022 21:01:36,638009521531898,lv0-item-bluecube,638014644956270
10/15/2022 21:01:36,638009521531898,lv0-logo,638014644961365
10/15/2022 21:01:40,638009521531898,lv0-logo,638014644999782
10/15/2022 21:01:46,638009521531898,lv0-logo,638014645060368
10/15/2022 21:01:52,638009521531898,lv0-success,638014645121650
10/15/2022 21:01:56,638009521531898,lv1-start,638014645158311
10/15/2022 21:02:38,638009521531898,lv3-start,638014645576634
10/15/2022 21:02:42,638009521531898,lv3-item-redcube,638014645623387
10/15/2022 21:02:43,638009521531898,lv3-item-redcube,638014645627382
10/15/2022 21:02:45,638009521531898,lv3-cp-1,638014645651222
10/15/2022 21:03:05,638009521531898,lv3-item-key,638014645844799
10/15/2022 21:03:16,638009521531898,lv3-death,638014645954131
10/15/2022 21:08:20,638009521531898,lv4-start,638014648996017
10/15/2022 21:08:29,638009521531898,lv4-cp-0,638014649089356
10/15/2022 21:08:33,638009521531898,lv4-item-redcube,638014649131348
10/15/2022 21:08:35,638009521531898,lv4-item-redcube,638014649151346
10/15/2022 21:08:40,638009521531898,lv4-cp-1,638014649198186
10/15/2022 21:08:44,638009521531898,lv4-item-bluecube,638014649235172
10/15/2022 21:08:44,638009521531898,lv4-item-bluecube,638014649238763
10/15/2022 21:08:45,638009521531898,lv4-item-bluecube,638014649251355
10/15/2022 21:08:59,638009521531898,lv4-cp-2,638014649390524
10/15/2022 21:09:10,638009521531898,lv4-cp-3,638014649499938
10/15/2022 21:09:11,638009521531898,lv4-logo,638014649513352
10/15/2022 21:09:16,638009521531898,lv4-cp-5,638014649556519
10/15/2022 21:09:22,638009521531898,lv4-death,638014649618755
10/15/2022 21:11:48,638009521531898,lv0-start,638014651076358
10/15/2022 21:11:53,638009521531898,lv0-logo,638014651132370
10/15/2022 21:11:54,638009521531898,lv0-item-redcube,638014651137348
10/15/2022 21:11:55,638009521531898,lv0-item-redcube,638014651153552
10/15/2022 21:11:59,638009521531898,lv0-item-bluecube,638014651186156
10/15/2022 21:11:59,638009521531898,lv0-item-bluecube,638014651189543
10/15/2022 21:11:59,638009521531898,lv0-item-bluecube,638014651193161
10/15/2022 21:12:00,638009521531898,lv0-logo,638014651198748
10/15/2022 21:12:03,638009521531898,lv0-logo,638014651233756
10/15/2022 21:12:15,638009521531898,lv0-success,638014651346373
10/15/2022 21:12:16,638009521531898,lv1-start,638014651361431
10/15/2022 21:12:19,638009521531898,lv1-settings,638014651389779
10/15/2022 21:12:21,638009521531898,lv1-quit,638014651404603
10/15/2022 21:12:21,638009521531898,lv1-start,638014651405386
10/15/2022 21:12:22,638009521531898,lv1-settings,638014651419227
10/15/2022 21:12:23,638009521531898,lv1-quit,638014651428030
10/15/2022 21:12:23,638009521531898,lv1-start,638014651428683
10/15/2022 21:12:24,638009521531898,lv1-settings,638014651434970
10/15/2022 21:12:24,638009521531898,lv1-quit,638014651444132
10/15/2022 21:12:25,638009521531898,lv1-start,638014651444846
10/15/2022 21:12:25,638009521531898,lv1-settings,638014651450051
10/15/2022 21:12:26,638009521531898,lv1-quit,638014651458452
10/15/2022 21:12:26,638009521531898,lv1-start,638014651459109
10/15/2022 21:18:49,638009521531898,lv0-start,638014655287950
10/15/2022 21:18:52,638009521531898,lv0-logo,638014655319586
10/15/2022 21:18:52,638009521531898,lv0-item-redcube,638014655323393
10/15/2022 21:18:56,638009521531898,lv0-item-redcube,638014655357580
10/15/2022 21:19:00,638009521531898,lv0-item-bluecube,638014655399579
10/15/2022 21:19:01,638009521531898,lv0-item-bluecube,638014655412577
10/15/2022 21:19:02,638009521531898,lv0-item-bluecube,638014655416607
10/15/2022 21:19:03,638009521531898,lv0-logo,638014655426784
10/15/2022 21:19:08,638009521531898,lv0-logo,638014655473984
10/15/2022 21:19:14,638009521531898,lv0-logo,638014655542395
10/15/2022 21:19:22,638009521531898,lv0-success,638014655614390
10/15/2022 21:19:23,638009521531898,lv1-start,638014655628012
10/15/2022 21:25:49,638008528272180,lv0-start,638014659486490
10/15/2022 21:25:53,638008528272180,lv0-item-redcube,638014659527430
10/15/2022 21:25:54,638008528272180,lv0-logo,638014659535260
10/15/2022 21:25:54,638008528272180,lv0-item-redcube,638014659540010
10/15/2022 21:25:57,638008528272180,lv0-item-bluecube,638014659573270
10/15/2022 21:25:58,638008528272180,lv0-item-bluecube,638014659583010
10/15/2022 21:26:01,638008528272180,lv0-item-bluecube,638014659611600
10/15/2022 21:26:03,638008528272180,lv0-logo,638014659625430
10/15/2022 21:26:06,638008528272180,lv0-logo,638014659661010
10/15/2022 21:26:13,638008528272180,lv0-logo,638014659729430
10/15/2022 21:26:19,638008528272180,lv0-success,638014659787450
10/15/2022 21:26:22,638008528272180,lv1-start,638014659820680
10/15/2022 21:26:27,638008528272180,lv1-item-bluecube,638014659865110
10/15/2022 21:26:33,638008528272180,lv1-logo,638014659930700
10/15/2022 21:26:40,638008528272180,lv1-logo,638014660001520
10/15/2022 21:26:49,638008528272180,lv1-logo,638014660087530
10/15/2022 21:26:51,638008528272180,lv1-item-redcube,638014660113110
10/15/2022 21:26:56,638008528272180,lv1-item-redcube,638014660160530
10/15/2022 21:26:57,638008528272180,lv1-item-redcube,638014660167850
10/15/2022 21:27:07,638008528272180,lv1-item-bluecube,638014660265120
10/15/2022 21:27:08,638008528272180,lv1-item-bluecube,638014660275860
10/15/2022 21:27:08,638008528272180,lv1-item-bluecube,638014660279690
10/15/2022 21:27:09,638008528272180,lv1-item-key,638014660283530
10/15/2022 21:27:13,638008528272180,lv1-logo,638014660330280
10/15/2022 21:27:26,638008528272180,lv1-logo,638014660460110
10/15/2022 21:27:36,638008528272180,lv1-logo,638014660556130
10/15/2022 21:27:43,638008528272180,lv1-success,638014660630120
10/15/2022 21:27:45,638008528272180,lv2-start,638014660646770
10/15/2022 21:30:54,638009438230210,lv2-start,638014662557950
10/15/2022 21:34:42,638008566103940,lv3-start,638014664814530
10/15/2022 21:34:48,638008566103940,lv3-logo,638014664870690
10/15/2022 21:34:54,638008566103940,lv3-item-bluecube,638014664938220
10/15/2022 21:34:58,638008566103940,lv3-cp-0,638014664969920
10/15/2022 21:35:05,638008566103940,lv3-logo,638014665043850
10/15/2022 21:35:06,638008566103940,lv3-item-key,638014665056930
10/15/2022 21:35:10,638008566103940,lv3-logo,638014665094260
10/15/2022 21:35:30,638008566103940,lv3-cp-2,638014665297070
10/15/2022 21:35:35,638008566103940,lv3-item-key,638014665348640
10/15/2022 21:35:44,638008566103940,lv3-logo,638014665435160
10/15/2022 21:35:45,638008566103940,lv3-cp-3,638014665447300
10/15/2022 21:35:47,638008566103940,lv3-item-bluecube,638014665469850
10/15/2022 21:35:48,638008566103940,lv3-item-bluecube,638014665473310
10/15/2022 21:35:49,638008566103940,lv3-item-redcube,638014665489800
10/15/2022 21:35:50,638008566103940,lv3-item-redcube,638014665492810
10/15/2022 21:36:10,638008566103940,lv3-cp-4,638014665694470
10/15/2022 21:36:10,638008566103940,lv3-item-key,638014665695980
10/15/2022 21:36:15,638008566103940,lv3-item-redcube,638014665746850
